playlist_id,playlist_name,num_tracks,num_followers
1041,Brown Eyed Girl,20,3
1042,Christmas,178,1
1043,summer 2k17,34,1
1044,Adventure Of A Lifetime,42,1
1045,madison,105,1
1046,summer tunes,19,2
1047,Electro,89,1
1048,Disney,36,1
1049,a playlist,85,1
1050,Bhangra,84,4
1051,Fall 2014,21,1
1052,Groove,83,1
1053,Piano,111,1
1054,summer 2016,91,2
1055,funky,30,1
1056,Current,138,2
1057,NC,85,2
1058,End of Summer,16,1
1059,feelings,166,1
1060,Electronic,13,1
1061,Tunes ,30,1
1062,Oldies,75,1
1063,Rock,138,2
1064,rap,208,1
1065,Christmas :) ,20,3
1066,house,18,1
1067,Car Rides,84,3
1068,lu,10,1
1069,Dance,136,1
1070,Ma,184,1
1071,Playlist,44,1
1072,Classics,167,1
1073,weekend,143,1
1074,Acoustic ,54,1
1075,damn,22,1
1076,Rap/hiphop,23,1
1077,Adoracion,23,1
1078,Zumba,63,1
1079,Classical Study Music – Classical Study Music,30,1
1080,alexa,25,1
1081,schleep,16,1
1082,Country,13,1
1083,Girl Power,55,2
1084,Gym Mix,143,3
1085,CD1,15,1
1086,Girls,11,1
1087,fireside,72,1
1088,jeep,14,1
1089,rock,24,1
1090,New songs,54,1
1091,Dance,49,1
1092,LANY,31,1
1093,New2,21,1
1094,Favorite Country,78,2
1095,Pop en español,86,1
1096,country,177,1
1097,Dad!,27,2
1098,car,39,1
1099,stuff,56,1
1100,December 2016,42,1
1101,Rock,94,1
1102,Reggae,58,1
1103,WORKOUT!!,98,3
1104,R&B classics ,110,1
1105,all songs,38,1
1106,julie,46,1
1107,Blues,46,2
1108,Lets Dance !!!,33,1
1109,justin,22,1
1110,Kodak Black,15,2
1111,Praise Him,36,1
1112,Random,23,1
1113,Oldies,10,1
1114,Get It,21,1
1115,old,58,1
1116,Bass. ,7,1
1117,car,143,1
1118,house,13,1
1119,Old Jams,59,1
1120,spanish jams,14,1
1121,shower,15,1
1122,REPEAT ,104,1
1123,Folk,26,1
1124,Summer 2017,22,1
1125,summer music ,76,1
1126,Gabriel,153,2
1127,gym list,81,1
1128,Chilly,24,1
1129,Hype,23,1
1130,SENIOR YEAR,74,1
1131,Summer,17,1
1132,running 3,54,1
1133,Christian songs,47,1
1134,WS,12,3
1135,Taylor swift,62,3
1136,Alternative Rock,126,1
1137,bump,102,2
1138,Classic Rock,173,1
1139,Christmas ,12,1
1140,Norteñas,129,1
1141,J Cole ,35,1
1142,Latin,76,1
1143,My Music,136,3
1144,Emo,84,1
1145,TurnUp ,39,1
1146,Upbeat Country,76,1
1147,church songs,101,2
1148,superman.,54,2
1149,Alternative,29,1
1150,Workout,90,1
1151,memes,116,2
1152,TX,12,1
1153,Chill,21,2
1154,FF,181,1
1155,Rap,33,1
1156,Punk,104,8
1157,------,166,1
1158,Chill,49,2
1159,Shower songs,131,1
1160,jams,46,1
1161,country favs,57,1
1162,LIT,73,1
1163,september ,19,1
1164,Rock,79,1
1165,90's music,64,1
1166,Nice,103,1
1167,BANGERZ,174,1
1168,#tbt,29,1
1169,The PLayliSt,94,1
1170,Best,176,1
1171,Ibiza 2017,171,1
1172,Workin',53,1
1173,Indie Mix,45,1
1174,oldies,107,2
1175,Kendall,87,1
1176,feels,134,1
1177,Oldies,28,2
1178,Running,62,1
1179,hoco,87,1
1180, punk,67,1
1181,Run,55,1
1182,Trap,56,1
1183,Electric Love,86,4
1184,workout,42,1
1185,wedding playlist,43,2
1186,Mondays,34,3
1187,Sept 2016,48,1
1188,old bops,20,1
1189,Marathon,34,1
1190,90's,26,1
1191,today,37,1
1192,The Glitch Mob,25,4
1193,My music ,29,1
1194,calm,33,1
1195,Jesus music,58,1
1196,Taylor,12,1
1197,Tunes,22,1
1198,Waves,35,1
1199,meh,60,1
1200,other,10,1
1201,Baby Making Music,40,1
1202,Rap,23,1
1203,Spanish,50,1
1204,I guess.,20,1
1205,mood,152,4
1206,wes,87,1
1207,Elliott,53,1
1208,Random,12,1
1209,Booty,47,1
1210,Obsessions,70,2
1211,calm,40,1
1212,Nov 2017,83,1
1213,my heart,38,1
1214,Rando,111,2
1215,Banda ,67,1
1216,THE Playlist,43,1
1217,90s Rock,51,3
1218,Beach,65,2
1219,Slow Jams,161,2
1220,Reggae,189,1
1221,most wonderful time of the year,29,2
1222,Rap,25,1
1223,Breakup Songs,27,1
1224,Ehh,35,1
1225,happy,27,1
1226,summer 17,38,1
1227,oldies but goodies,162,2
1228,Best songs,100,2
1229,gopro,81,3
1230,JP,5,1
1231,airplane mode,5,1
1232,Rock,81,3
1233,alt,65,1
1234,Dance Dance,46,1
1235,Mood,23,1
1236,BSO,18,1
1237,🙏🏾,187,1
1238,happy chill,36,1
1239,lit,27,2
1240,country,32,1
1241,Rob,55,2
1242,Spanish Music,57,1
1243,Country,112,1
1244,Current,20,1
1245,christmas,60,1
1246,New,24,1
1247,Throwbacks,122,1
1248,country,125,2
1249,Sad,20,1
1250,Electric,32,1
1251,Random!,45,1
1252,Super chill,38,1
1253,Car mix,47,1
1254,chinese,26,1
1255,old jams,168,1
1256,Christmas Time,26,1
1257,40th ,96,1
1258,My List,36,1
1259,Disney,23,1
1260,Shower,25,1
1261,IDGAF,53,2
1262,Happy mix,15,1
1263,Alt,32,1
1264,Try Me,29,1
1265,Bumpin',94,1
1266,sad,36,1
1267,Painting,16,1
1268,Mad,11,2
1269,mix,63,1
1270,Chill,56,1
1271,Paisa,156,1
1272,Slow Dance,24,1
1273,tailgate,97,1
1274,Light,24,1
1275,Worship Music,92,1
1276,FIREFLY 2016,196,2
1277,2015 Top Tracks,100,2
1278,House Warming,44,1
1279,From me to you,60,1
1280,childhood,45,1
1281,New Wave,59,1
1282,Fall 2017,57,2
1283,Help. ,41,1
1284,august 2015,33,1
1285,Noosa Tastiest Playlist,24,1
1286,Corridos ,67,1
1287,Spanish Music,39,2
1288,new alt ,118,1
1289,Chill ,208,2
1290,The good stuff,8,1
1291,80s Pop,24,1
1292,Drugs,66,1
1293,Bangerz,43,3
1294,Trap,113,1
1295,getting ready,106,2
1296,HALLOWEEN,110,1
1297,Get Psyched Mix,19,1
1298,erin,32,1
1299,country,99,2
1300,Light,133,1
1301,Girls,161,1
1302,Country,21,1
1303,Its a Trap,78,1
1304,EDM,69,1
1305,J'Adore,77,1
1306,wedding songs,20,1
1307,3am,21,2
1308,rap stuff.,34,2
1309,Jammin,194,1
1310,Wanderlust,52,4
1311,Summertime ,39,20
1312,chill,62,2
1313,Fun,51,2
1314,Vermont,110,2
1315,saturday morning,68,1
1316,Hotel California,54,1
1317,Yacht Rock,31,1
1318,warming up,109,2
1319,cameron ,10,1
1320,can i kick it?,20,1
1321,Bailando,32,1
1322,billy,7,1
1323,BLAST from the PAST,140,2
1324,New stuff,214,1
1325,Love love,41,1
1326,Gaming,144,1
1327,Counting Crows,78,1
1328,Country,201,1
1329,montage,21,1
1330,car rides,25,1
1331,March,132,1
1332,Sadness,16,1
1333,Party,51,1
1334,my,110,1
1335,AM,108,1
1336,May '17,13,1
1337,Pool Party,18,2
1338,Karen,24,2
1339,Rock,217,1
1340,Slow jams,228,2
1341,in my feels,69,1
1342,Praise,45,1
1343,Stuff,135,1
1344,remix,18,1
1345,Chill Vibes ,152,1
1346,fall 2016,31,1
1347,Up,209,1
1348,Summer playlist,29,1
1349,down in the dumps ,57,2
1350,Country Roads,50,1
1351,summer,59,1
1352,Spring,28,2
1353,Practice,34,1
1354,im,19,1
1355,Party,132,2
1356,Nico,28,1
1357,Drive ,11,1
1358,singalongs,25,1
1359,road trip:),27,1
1360,Country Favorites,61,1
1361,Old School,50,4
1362,Download,49,2
1363,arizona,42,2
1364,Disney,46,1
1365,Disney,42,1
1366,Christmas,49,1
1367,Musicals,230,3
1368,chill,100,1
1369,2014,85,1
1370,rad,7,1
1371,breathe,190,1
1372,INDIE,93,1
1373,Baseball,10,1
1374,Harvest Moon,38,1
1375,Good Vibes,237,7
1376,now,28,1
1377,Heart Of Gold,12,1
1378,Christmas,13,1
1379,Be Mine,105,2
1380,Hips Don't Lie,40,1
1381,Alternative,180,2
1382,winter 2015,13,1
1383,pow pow,103,1
1384,80's,134,1
1385,hsm,31,1
1386,May 2016,21,1
1387,chill,11,1
1388,rock,144,1
1389,Movie music,105,3
1390,throwbacks,62,1
1391,california,194,1
1392,Autumn Playlist,21,1
1393,Class,53,1
1394,NEW,8,1
1395,Ayy,22,1
1396,Hip-Hop,28,1
1397,DANCE,37,1
1398,Türkçe Slow,68,1
1399,Frozen,10,1
1400,Slow Jamz,24,1
1401,BK,17,2
1402,Me,102,2
1403,worship ,87,1
1404,Eminem,86,2
1405,idek,19,1
1406,Hip-Hop,237,2
1407,christian,232,2
1408,feels,51,1
1409,jamz,197,2
1410,back to school,48,1
1411,Dance Club,49,2
1412,90s,74,3
1413,90's Hits,101,1
1414,booze cruise,40,1
1415,summa summa,42,2
1416,Yeah,12,1
1417,Party,80,1
1418,fire,43,1
1419,mmm,51,1
1420,Old,88,2
1421,Relax,39,1
1422,Sam,8,1
1423,Hood,235,3
1424,October 2015,42,1
1425,Goodies,138,1
1426,Latino,45,1
1427,favorite worship,8,1
1428,Island Time,26,3
1429,Kill It!,24,1
1430,Rock mix,110,1
1431,Wake Up,35,1
1432,MVP ,36,6
1433,Summer ,29,3
1434,Camp,16,1
1435,throwback hits,47,3
1436,s o u l,19,1
1437,Country,132,1
1438,Gracie,46,1
1439,spanish jams,29,3
1440,French,22,1
1441,TriP hOp,25,1
1442,country,43,1
1443,fall,67,1
1444,Study,32,1
1445,best songs,100,1
1446,Workout,45,1
1447,👌👌👌,55,1
1448,white girl music,120,1
1449,Paint,89,2
1450,road trip,24,1
1451,Best mix,42,1
1452,Glee Cast,67,1
1453,Country,152,2
1454,session,12,1
1455,Vibin',94,2
1456,weeknd,61,1
1457,Bus ride,68,1
1458,Disney,11,1
1459,summer,9,1
1460,oldies but goodies,80,2
1461,Country,202,1
1462,Fall,42,3
1463,You already know,58,1
1464,Road Trip,79,1
1465,FOR EMMA,23,1
1466,bumpin,23,2
1467,morning.,28,2
1468,chill,144,1
1469,chillout,52,2
1470,Fall 2017,32,1
1471,heaven,20,2
1472,fav rap :),31,1
1473,Rock/Alt,85,1
1474,2017,12,1
1475,good,18,1
1476,Teen Angst,183,1
1477,rap 1,10,1
1478,idk yet,11,1
1479,peter,31,2
1480,everything ,177,2
1481,jens,93,1
1482,jamzzz,246,2
1483,howdy ,18,1
1484,hawaii,42,1
1485,good music :),12,1
1486,chill jams,78,1
1487,Tropicales,141,1
1488,l o v e,15,1
1489,Dat new new,71,2
1490,Snowboarding,18,1
1491,Musicals,81,1
1492,70's,166,4
1493,/chill,75,1
1494,2015,50,1
1495,Classic country ,53,1
1496,Rap,98,1
1497,Straight Fire,98,5
1498,Just Chillin',59,1
1499,pop favorites,80,2
1500,Inspiration,44,1
1501,band songs ,91,1
1502,spanish playlist,14,1
1503,L1,32,1
1504,Country,74,1
1505,Oldies But Goodies,17,1
1506,pole,32,1
1507,Oldies,37,1
1508,Morning,11,2
1509,Mine,40,1
1510,nostalgic,68,1
1511,Q2,34,1
1512,Mine,54,1
1513,May,28,1
1514,Easy Listening,72,1
1515,Vallenato,71,1
1516,Throwback,66,2
1517,worship,41,1
1518,Happy Hardcore Top 100,100,1
1519,litty,62,2
1520,Warmup,21,1
1521,yoga ,32,1
1522,Work in progress,126,6
1523,Baking,26,1
1524,post rock,5,1
1525,🔥🔥🔥,116,1
1526,holiday cheer,167,1
1527,Feels,35,1
1528,Beatles,202,1
1529,Rancheras,59,2
1530,ThrowBack Pop ,80,1
1531,meditate,47,1
1532,Electronic,131,1
1533,background noise,11,2
1534,wedding playlist,31,2
1535,Spanish,8,1
1536,fall 2015,97,1
1537,older songs,30,1
1538,BOMB,43,1
1539,2009,34,1
1540,New,64,1
1541,Sleep,45,1
1542,high school,20,1
1543,unknown,163,1
1544,vibe,40,6
1545,work out,21,1
1546,throwbacksss,70,1
1547,Kids Playlist,58,1
1548,pregame ,54,1
1549,<3,23,2
1550,2017,99,1
1551,Afrikaans,144,4
1552,Christian Playlist,52,1
1553,slowmotion,58,1
1554,summer,15,1
1555,Jamie,51,2
1556,Favorite songs,30,1
1557,My High-Intensity Workout,17,1
1558,Good Country,152,2
1559,❤️,31,1
1560,serenity,149,1
1561,H2O,43,1
1562,Electronic,7,1
1563,Pole,241,2
1564,Current,161,1
1565,Hawaii ,45,1
1566,my favorite songs,68,1
1567,November 2016,60,2
1568,Rap / hip hop,123,2
1569,workout ,16,1
1570,study!,230,2
1571,Sleep,177,1
1572,workout,73,2
1573,Peace Out,16,1
1574,Best of 2016,83,2
1575,Good Music,20,1
1576,Camp,21,3
1577,current,36,1
1578,Roadtrip,72,1
1579,car ride,33,1
1580,Fall,40,1
1581,80s jams,37,1
1582,Party,74,2
1583,Wedding,172,1
1584,HITS,170,1
1585,Country,224,1
1586,Love,17,1
1587,Cloudy Days,41,1
1588,🔥🔥,103,1
1589,mood,17,2
1590,oldies,38,2
1591,study,81,2
1592,Kid,57,1
1593,Intense,69,1
1594,NKOTB,116,2
1595,Good stuff,41,1
1596,Favorite Country,30,1
1597,Chill music,38,1
1598,old,24,1
1599,chill,98,1
1600,skrt skrt,20,1
1601,yay,16,1
1602,SEPTEMBER '17,31,1
1603,july 2016,46,1
1604,sum17,83,2
1605,Country,178,2
1606,youtubers,10,1
1607,sleeps,61,1
1608,Country,162,6
1609,Yacht Rock,32,2
1610,rage,124,3
1611,fallen,53,1
1612,Sunday,56,1
1613,Chill,46,2
1614,atmosphere,52,1
1615,70s,52,1
1616,Run,40,1
1617,Chill,246,1
1618,Alternative,129,1
1619,Party Country,19,1
1620,Christian Music,50,1
1621,Dance,39,1
1622,Country,80,1
1623,mix,60,1
1624,Christian,29,1
1625,NYE,53,1
1626,Summer17,139,2
1627,LIT,200,1
1628,2016,161,1
1629,2017 spring ,58,6
1630,Closer,65,1
1631,2017 Summer,14,1
1632,HS,48,1
1633,//Pretty Little Liars//,63,3
1634,Rap,96,1
1635,sad boi,118,2
1636,Best,39,1
1637,Party Tunes,33,1
1638,VOODOO,27,1
1639,Classics,21,1
1640,Soul/Blues,31,1
1641,Pregame,46,1
1642,driving music ,236,1
1643,Yellow Claw,21,2
1644,Bump,65,1
1645,PREGAME,46,1
1646,Rosa,22,1
1647,Party,176,2
1648,Kai,102,2
1649,Jesus music,190,1
1650,May,77,1
1651,Urbano,81,1
1652,Run Run Run,30,2
1653,LONDON!!!,22,1
1654,lib,66,2
1655,latin mix,35,1
1656,dad,42,1
1657,About Time,16,1
1658,Throwback,67,2
1659,muzic,26,1
1660,Lounging,83,1
1661,Summer Camp,9,1
1662,hmmm,23,1
1663,My Hits,106,1
1664,Dad Rock,95,4
1665,Sophie's Playlist,54,5
1666,Summa,97,1
1667,hip hop,227,1
1668,Beats,235,1
1669,summer 16,79,2
1670,THE MIX,62,2
1671,worship,49,1
1672,SEX PLAYLIST,31,2
1673,WIP,19,4
1674,Chill rap,21,2
1675,a good playlist,28,1
1676,Too Good,42,1
1677,Country mix,27,1
1678,5K,32,1
1679,MDW,41,1
1680,that good good,47,1
1681,Country,54,1
1682,New,21,1
1683,gabrielle ,30,1
1684,carpe diem,113,1
1685,Country,25,1
1686,Playlist,34,1
1687,Workout,63,1
1688,SPRING!,26,1
1689,Study ,170,3
1690,Christmas,88,1
1691,work,106,1
1692,Brandon,26,1
1693,vroom,110,1
1694,car,39,1
1695,essentials,43,1
1696,party?,33,1
1697,2017,11,1
1698,Movie Soundtracks,54,1
1699,Offline,15,1
1700,Chill Music,27,1
1701,Female Vocals,62,1
1702,Skrt,56,2
1703,fall,84,1
1704,Electric,38,1
1705,Country 1,19,1
1706,Weekly,53,1
1707,Paige,19,2
1708,Französisch,32,1
1709,Gym,117,2
1710,Work,26,1
1711,Worship,28,1
1712,dance,89,1
1713,summer 2k17,168,1
1714,SiNgInG sOnGs,15,1
1715,sleepytime,99,1
1716,snowboarding,8,1
1717,Inspiration,25,2
1718,thai,98,5
1719,Yuridia,93,2
1720,Finesse,20,1
1721,DUB,45,1
1722,Gospel Mix,67,1
1723,Work Out,63,1
1724,country,37,1
1725,BBQ,40,1
1726,Old music,64,1
1727,Nate,26,1
1728,old soul,104,2
1729,Do I Wanna Know?,11,3
1730,Snowboarding ,81,2
1731,Disney,55,1
1732,Quirky ,29,1
1733,oldies,19,1
1734,Classics,132,1
1735,Yas,26,1
1736,Reggaeton,40,5
1737,yaaas,44,2
1738,❤️,14,1
1739,escuela ,93,2
1740,Chill,64,1
1741,Shredding,110,4
1742,Remixes,55,1
1743,MH,23,1
1744,Rock,42,1
1745,mar,168,3
1746,broadway,28,1
1747,90's,9,1
1748,september,63,1
1749,Sorry,59,3
1750,No Limit,14,87
1751,partay ,92,1
1752,leggo,32,1
1753,classico,16,1
1754,sad,23,1
1755,sad song,9,1
1756,Country,159,1
1757,washed out,8,1
1758,Pump,26,1
1759,Flashback,67,1
1760,Calming songs,8,1
1761,Relax,103,2
1762,Summer 2013,60,1
1763,sia,15,1
1764,woohoo,56,1
1765,carride,23,1
1766,Musicales,204,1
1767,Good Music,212,15
1768,Wedding Dinner Music,26,1
1769,Chill,11,1
1770,May 2015,17,1
1771,Groovy,72,1
1772,Alternative/Rock,86,6
1773,Chill,130,2
1774,warrior,5,1
1775,hyfr,206,4
1776,no lyrics,79,1
1777,Spotify.Me,38,1
1778,Party,225,3
1779,Bet,78,1
1780,❤❤❤,165,2
1781,christian.,153,1
1782,The Game,16,1
1783,// Drive,171,2
1784,Hindi,30,1
1785,Canciones,19,1
1786,Yeah,50,1
1787,settle down,65,1
1788,Way Back When,187,3
1789,I'm sorry,35,3
1790,Lust,16,1
1791,Garage,177,7
1792,Florence + The Machine,76,1
1793,Bonfire!!,51,1
1794,Work Music,53,1
1795,EDM,18,1
1796,songs to sing to,43,1
1797,Covers,40,1
1798,hoco,110,1
1799,September 2016,56,1
1800,party 2,38,1
1801,Tom,28,1
1802,4AM,60,1
1803,lake,53,2
1804,House,33,1
1805,camp,20,1
1806,Disney,107,1
1807,Feeling myself ,36,1
1808,Holiday Party,57,1
1809,now,20,4
1810,Jams,63,1
1811,BEAST MODE,101,2
1812,...mind,104,3
1813,Rap,169,1
1814,march '17,181,1
1815,fun,68,4
1816,lift,52,1
1817,beats,45,2
1818,Jazz Mix,19,2
1819,Mom,11,1
1820,Ceremony Music,18,1
1821,car ride,93,2
1822,☁️☁️☁️,95,1
1823,New Years ,48,1
1824,getting ready,149,10
1825,Jesse,223,4
1826,reggaeton,66,4
1827,Now,222,1
1828,My Favorites,201,1
1829,AM,77,2
1830,cd,61,1
1831,Good Music ,111,1
1832,workout,27,1
1833,Driving,28,4
1834,Coke Studio,48,1
1835,Suicide Squad,15,1
1836,Musica,164,1
1837,Chill,10,3
1838,this,77,1
1839,Classic,11,2
1840,Vibes,50,1
1841,getting ready,134,1
1842,Running,115,3
1843,Relaxing ,39,1
1844,Lindsey Stirling,41,2
1845,The Cave,20,1
1846,All Good,78,1
1847,Jam,15,1
1848,Flawless,28,4
1849,Sleepy ,52,2
1850,❄️,13,1
1851,mmm.,182,1
1852,January 2016,42,2
1853,Jammin',146,1
1854,kids songs,6,1
1855,Music,81,1
1856,Pitbull,171,1
1857,Throwbackkkk,183,2
1858,smiles :),32,2
1859,Island Vibes,31,1
1860,100,54,1
1861,workout,32,3
1862,bed time ,190,2
1863,cole,65,1
1864,Slapz,69,1
1865,Pool,100,1
1866,In the Name of Love,142,1
1867,Trap,50,2
1868,alive,38,1
1869,Workout!,145,2
1870,HAPPY PLAYLIST,11,1
1871,chill edm,48,1
1872,Eminem,51,2
1873,Chill,68,8
1874,scott,91,1
1875,mmmm//,68,1
1876,TX Country,133,1
1877,vibrations ,62,1
1878,Rave,59,1
1879,Zzzzzzzz......,33,4
1880,Happiness,67,1
1881,Italy,18,1
1882,sound of silence,38,1
1883,Texas Country,154,1
1884,💯💯💯,103,1
1885,Summer of Love,41,1
1886,day to day ,94,1
1887,Saturday,39,1
1888,hmm ,25,1
1889,Stay awake,8,1
1890,💗💗💗,46,3
1891,setlist,32,1
1892,Summer17,17,1
1893,Sexual,88,5
1894,bump,122,1
1895,Michelle,25,1
1896,RECENT,134,4
1897,sick tunes,77,1
1898,Chillin,62,4
1899,Classics,32,1
1900,Chill,67,1
1901,songs i like,135,1
1902,Country Lovin,101,1
1903,Newer stuff ,17,1
1904,funk,6,1
1905,Rap,71,1
1906,party,117,1
1907,idk man,45,82
1908,Banda,17,2
1909,vibin,176,1
1910,inspiring,32,1
1911,Sabina,105,1
1912,mmm,20,1
1913,Black Beatles,69,1
1914,You&Me,5,1
1915,country,23,1
1916,yee,91,1
1917,yes,11,1
1918,yoga,35,1
1919,Pop/Chill,33,1
1920,Feel Good Songs,8,1
1921,Idk,52,3
1922,snowboarding,27,1
1923,Childhood Jams,196,23
1924,Par-Tay!,80,4
1925,For You,87,1
1926,feels,64,1
1927,.15,20,1
1928,Jam Songs,12,1
1929,Working,20,1
1930,Spring 2012,30,2
1931,throwback,22,5
1932,Demons,96,1
1933,ghana,106,1
1934,alt,91,1
1935,mhm,176,3
1936,chillen,35,1
1937,Vibez,76,1
1938, Rock.....,57,1
1939,SEX,16,1
1940,Black,26,1
1941,Gospel,54,1
1942,Summer ,62,2
1943,GUILTY PLEASURES,36,1
1944,Afrobeats,127,1
1945,Happy :),117,2
1946,pregame,111,3
1947,workout 2,120,1
1948,Rock,18,1
1949,Old School R&B,165,1
1950,Electronic,16,1
1951,Classical,121,2
1952,...chill_out...,35,1
1953,POST,53,1
1954,Drake,186,2
1955,Feel Good,120,1
1956,♡♡♡,43,1
1957,summer,110,1
1958,HYPEBEAST,36,1
1959,random ,8,1
1960,New Beginning. ,82,2
1961,lit,24,4
1962,Christmas Party,132,3
1963,Vinyasa,9,1
1964,NewNew,104,2
1965,Ash,12,1
1966,🔥🔥🔥🔥,232,1
1967,HSM,20,1
1968,ye,7,1
1969,Russ ,55,2
1970,Summer country,28,1
1971,dat new new,112,1
1972,You and me,79,1
1973,Red Bull Editions Coachella Playlist,21,1
1974,quiet ,86,1
1975,2015 Top Tracks,101,1
1976,Lollapalooza 2016,80,1
1977,whatever,36,1
1978,different,79,1
1979,Kickball,22,1
1980,TBT,28,3
1981,outside ,25,1
1982,Christmas,21,1
1983,Late,29,2
1984,New,55,1
1985,MEDITATION,36,1
1986,Ceremony,8,1
1987,Rock music,15,1
1988,hits,102,1
1989,oldies but goodies,35,2
1990,PARTY PEOPLE,35,1
1991,the feels,47,1
1992,Pop Hits,212,4
1993,Listen,60,2
1994,Paradise,15,1
1995,woo,146,2
1996,NEW YEARS ,38,1
1997,JESUS,40,2
1998,yep,29,1
1999,Sad Music ,16,1
2000,party party,152,1
2001,summer,11,1
2002,Rap,221,4
2003,#tb,35,1
2004,Disney,20,1
2005,sad,46,1
2006,#Lifting ,86,1
2007,Spain,17,1
2008,go to :( ,82,14
2009,Rap,19,1
2010,Pump up,68,1
2011,beach vibes,23,1
2012,bt,24,1
2013,On the go,155,1
2014,Chill,90,4
2015,🔥🔥🔥,19,1
2016,🔥🔥,17,1
2017,JOHN MAYER,50,1
2018,drive,73,1
2019,Youtube,23,1
2020,Good vibes,28,1
2021,Chill Rap,73,1
2022,This Is What You Came For,9,1
2023,Rap,13,1
2024,beachin,27,1
2025,work,38,1
2026,Country,28,1
2027,Werk,77,3
2028,april 2017,19,2
2029,February 2017,18,1
2030,popcorn,10,2
2031,Music,61,1
